seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
89,Mildred,Lyons,22,Bejjal Point,Dojlisdoc,UT,31683,$5279.95,YELLOW,11/07/2050
90,Blake,Jefferson,35,Waka Loop,Rivete,TX,23073,$3634.70,RED,01/17/2059
91,Troy,Shelton,37,Hihica Road,Evenutdi,NC,21663,$47.93,GREEN,04/16/1975
92,Lois,Carr,32,Zuwwu Circle,Fezazwe,NY,78816,$9635.70,WHITE,09/09/1973
93,Jon,Sutton,38,Dodvuj Extension,Wispihu,WV,37356,$5682.02,GREEN,07/27/2006
94,Carrie,Simmons,65,Cadu Lane,Zadicdi,WA,96608,$8352.50,RED,12/19/2057
95,Nannie,Montgomery,63,Rumkob Circle,Wuadhap,MA,39484,$1795.47,RED,02/18/1947
96,Christine,Perkins,60,Ezwo Pike,Obmoowo,UT,02949,$3661.27,WHITE,12/05/1994
97,Walter,Butler,57,Vascec River,Aweliojo,DC,28082,$7967.46,YELLOW,10/20/1993
98,Amy,Buchanan,52,Bewmo Way,Janemelug,CO,99309,$5447.26,YELLOW,01/17/1993
99,Martin,Roberson,43,Usice Drive,Acseoj,NH,18753,$4160.02,RED,12/28/2030
100,Hilda,Jimenez,56,Nief View,Tukirnu,ND,02957,$3014.76,YELLOW,08/23/2054
101,Tillie,Carter,61,Cumtu Avenue,Lunumevo,NH,85473,$5989.63,YELLOW,09/11/2033
102,Randall,Nash,34,Dumij Place,Secjebut,KY,01141,$8697.39,YELLOW,03/06/1996
103,Ann,Perkins,63,Cemhi Pass,Ogmubpa,NC,77413,$9358.88,GREEN,09/01/1980
104,Isabelle,Parsons,64,Jitsar River,Sojgirule,HI,35532,$9500.69,WHITE,02/19/1921
105,Belle,Massey,35,Josu Square,Awbulal,CA,90408,$4212.60,WHITE,05/29/2045
106,Russell,Romero,25,Sufvu Terrace,Dasteteta,MA,18043,$3386.39,GREEN,09/13/1973
107,Elsie,Gonzalez,23,Balrub Junction,Biripe,IN,57455,$3614.99,WHITE,01/25/2070
108,Patrick,Lawson,31,Ewejop Manor,Gofafdik,ND,04801,$9472.94,GREEN,08/07/2032
109,Catherine,Waters,22,Lulo Ridge,Epewoba,CO,06055,$4498.10,YELLOW,06/01/1926
110,Craig,Walsh,28,Japwed Plaza,Jedeove,MN,21160,$1350.84,YELLOW,10/03/1978
111,Vernon,Bass,21,Heja Parkway,Abipotve,WA,87330,$627.54,BLUE,07/11/1974
112,Nancy,Alexander,43,Tuah Ridge,Ojidiwa,MN,15576,$9712.15,YELLOW,04/18/1992
113,Harriett,Carr,29,Udar Terrace,Dazulil,VT,61746,$3178.10,GREEN,10/02/2005
114,Lucinda,Rodriquez,20,Onki Parkway,Loloam,AR,32793,$3326.87,GREEN,11/03/1935
115,Edna,Boone,41,Buzud Ridge,Ereniina,OR,37849,$7446.82,RED,04/27/2012
116,Tyler,Davidson,21,Gesne Lane,Ugfifav,NM,93431,$3586.54,WHITE,07/30/1962
117,Lenora,Schwartz,51,Ezebol Mill,Teghimavi,NC,27986,$9021.85,RED,07/20/1921
118,Jerry,Bass,48,Daeji Plaza,Ritfeize,MA,85074,$9787.90,GREEN,04/03/1955
119,Alejandro,Sims,30,Tavad Avenue,Famusbom,MA,27898,$7814.02,GREEN,06/30/1923
120,Elva,Kennedy,61,Wumug Heights,Femogboz,ME,35040,$2337.04,YELLOW,09/06/2052
121,Beulah,Mack,58,Nenlo Path,Dafkuowu,WA,50530,$2126.13,YELLOW,11/05/1917
122,Warren,Higgins,18,Garsew Loop,Zuhonik,ND,81648,$396.38,BLUE,06/20/1967
123,Johanna,Becker,24,Higles Glen,Zibemzi,OH,31540,$3188.58,WHITE,03/14/1901
124,Nettie,Garner,48,Kojew Lane,Lupaku,NY,24750,$403.29,YELLOW,06/28/2004
125,Luke,Parks,55,Kevjeb Extension,Samowu,NV,03620,$6707.63,WHITE,09/07/1942
126,Adelaide,Perry,50,Edra Court,Gukaoru,IL,38565,$5752.20,RED,01/14/1963
127,Hettie,Miles,20,Tawovu Pike,Nienwo,KY,31039,$9601.21,WHITE,06/07/1955
128,Christian,Potter,25,Miwu Park,Tuzoloeg,KS,68004,$5158.42,YELLOW,09/14/1904
129,Lora,Moreno,33,Rozbo Mill,Saongob,DC,80565,$2410.35,BLUE,03/19/1956
130,Lois,Cohen,18,Adadam Point,Moirotiz,RI,68502,$5786.18,GREEN,12/05/2012
131,Elmer,Johnson,31,Ulbin View,Adfita,NM,06494,$2384.10,BLUE,12/08/1984
132,Rosa,Fuller,23,Vodtod Pike,Lovurad,CT,95279,$3821.09,WHITE,07/07/2035
133,Clifford,Leonard,22,Legse Pass,Guvuale,DC,16513,$9671.02,WHITE,02/26/1956
134,Mabelle,Stevenson,39,Fisa Junction,Lubadeg,DC,65924,$1279.92,RED,07/21/1922
135,Pearl,Carr,50,Fimi Path,Dopitiko,NH,83250,$6561.15,GREEN,05/13/1950
136,Tommy,Marsh,36,Uzupeh Street,Bejubsu,MN,58107,$1553.13,GREEN,05/04/2028
137,Virgie,Pratt,48,Ujmaj Grove,Kokifede,AZ,30724,$6612.38,GREEN,07/24/2043
138,Loretta,Smith,27,Hegeh Center,Esepokek,OH,31935,$7995.81,GREEN,08/12/2061
139,Essie,Weber,54,Midvow Square,Pafojvek,ND,58279,$3592.18,BLUE,01/16/1977
140,Walter,Walsh,57,Icusu Turnpike,Kunzapas,MA,69101,$7202.33,WHITE,12/21/2017
141,Phoebe,Tran,24,Avja Mill,Ivosucpe,CA,13702,$9671.02,GREEN,11/02/1952
142,Kenneth,Fuller,58,Fisip Turnpike,Riwalitid,DC,90475,$352.39,GREEN,12/02/2033
143,Henry,Blair,64,Bifzor Glen,Talhuve,MI,07948,$2987.26,WHITE,09/18/1913
144,Luke,Wise,33,Vegeb Heights,Faocutem,DC,30558,$438.25,YELLOW,08/27/1939
145,Luke,Keller,59,Hotvaj Pass,Cejetkew,MT,86995,$8565.09,GREEN,12/06/1934
146,Phillip,Washington,41,Cuwvug View,Simadec,DC,76019,$7145.49,BLUE,08/27/2039
147,Emily,Fox,33,Igwif Turnpike,Rerirna,MS,62793,$5100.91,YELLOW,06/30/2006
148,Joshua,Turner,24,Tiwpih Plaza,Ohuphud,MD,26924,$6009.37,GREEN,10/16/1989
149,George,Cummings,24,Zarzun Manor,Atuwano,WV,53940,$7856.12,BLUE,11/20/2024
150,Glenn,Page,64,Abiwop Square,Ponowiv,IL,92973,$6912.89,RED,10/24/2022
151,Pearl,Edwards,29,Omimaj Way,Diiwol,AZ,35490,$3915.56,GREEN,10/22/1963
152,Bernard,Wood,19,Vagva Loop,Pehmowpu,MI,62926,$2084.49,GREEN,08/03/1948
153,Michael,Lamb,47,Jefa Lane,Afvurac,RI,94254,$1701.08,YELLOW,12/22/2063
154,Nettie,Stewart,65,Upumos Court,Mudowi,LA,49654,$2894.70,YELLOW,02/21/2065
155,Daisy,Buchanan,26,Zisjic Court,Ludazoaj,CO,59764,$9461.13,YELLOW,08/25/1967
156,Iva,Austin,44,Nuhpe Grove,Racuto,PA,96950,$1118.09,WHITE,05/18/2001
157,Lula,Palmer,31,Cesoc Lane,Tileci,MN,16634,$6589.58,YELLOW,09/19/1913
158,Angel,Adams,35,Kesew Mill,Vicdeso,UT,71701,$9172.48,BLUE,12/30/1954
159,Charlotte,McGuire,39,Dimeba Path,Edadeow,DC,50986,$1604.24,YELLOW,04/30/2005
160,Lydia,Wilkins,18,Dudgo Extension,Retuztut,MT,78343,$1702.87,BLUE,11/07/2060
161,Ian,Mathis,36,Afojur Path,Licnobdu,ME,34403,$4138.27,YELLOW,05/11/1997
162,Janie,Yates,37,Dibhu Junction,Revozgil,DC,41038,$8756.05,YELLOW,09/10/1967
163,Frances,Tyler,58,Ohso Way,Ginjugu,WA,21632,$6214.87,GREEN,05/26/2068
164,Madge,Christensen,32,Mepmi Parkway,Egcurir,MD,38148,$9408.02,RED,10/12/1945
165,Sean,Sullivan,61,Lifo Path,Numeiv,ID,82276,$462.20,WHITE,09/28/2070
166,Virgie,Vaughn,42,Fine Pass,Kodlezel,WA,53763,$1807.04,WHITE,12/19/1937
167,Jon,Sandoval,28,Rusef Court,Voeska,AK,90578,$7634.73,BLUE,12/12/1934
168,William,Wilkerson,44,Mupofu Heights,Zuwipde,MA,47434,$2250.10,RED,10/14/1912
169,Addie,Stokes,50,Bufud Square,Fogific,WI,66650,$6859.52,GREEN,01/06/1972
170,Cynthia,Powell,26,Tocom Heights,Fiteip,NH,88857,$9310.76,YELLOW,01/20/1908
171,Ryan,Sanders,38,Pufduv Extension,Hozuwi,ND,37632,$9666.03,WHITE,02/22/2031
172,Alberta,Davidson,35,Rahdej Extension,Piogede,HI,79408,$3105.54,BLUE,07/16/1955
173,Katie,Myers,20,Forrok Glen,Nureon,TN,48944,$710.84,RED,01/26/2021
174,Jay,Black,41,Rogdob Street,Lurazce,DE,77817,$3241.01,BLUE,05/26/1938
175,Chris,Rhodes,46,Fabsup River,Tujomafu,IN,13882,$2031.92,YELLOW,11/17/1999
176,Owen,Watkins,18,Casfut Manor,Itzakfa,KY,49554,$7319.32,BLUE,07/31/1976
177,Carolyn,Perkins,45,Wuju Junction,Novrobmuh,KS,94732,$7920.94,YELLOW,06/05/1997
178,Mathilda,Webster,63,Esule Boulevard,Wohipesim,CT,35533,$4840.29,RED,05/12/2064
179,Donald,Bowen,43,Iwati Trail,Vahezbah,SD,74195,$7646.06,WHITE,12/03/2022
180,Melvin,Gilbert,29,Vuruw Place,Magittec,SD,23065,$9627.97,WHITE,02/24/2046
181,Phillip,Mendez,43,Diwiri Grove,Jawivka,HI,48557,$8217.37,RED,08/27/1922
182,Alex,Lopez,40,Mufid Boulevard,Fugiun,OR,44954,$737.04,GREEN,08/03/1970
183,Christine,Wheeler,20,Upda Square,Ifuzawe,VT,49024,$9705.43,YELLOW,10/29/2040
184,Celia,Ramirez,50,Solup Key,Kepvosolu,OK,03193,$2855.78,BLUE,04/05/1996
185,Eddie,Ramsey,65,Hifeg Turnpike,Zovfave,CT,52439,$9217.10,RED,07/12/1911
186,Nicholas,Todd,39,Tanan Manor,Zelutekig,TX,29257,$8008.21,BLUE,07/03/1931
187,Jeffrey,Diaz,28,Mejaj Heights,Ceciknu,MA,29459,$2634.36,WHITE,08/12/1910
188,Johnny,Norman,63,Remubo Terrace,Ububoti,CA,63298,$4332.66,WHITE,07/10/1907
189,Carl,Clark,64,Avipa Court,Tapolse,KY,31904,$8278.97,YELLOW,05/04/1925
190,Sean,Hanson,29,Wugeb Trail,Wagezez,RI,28279,$1352.76,RED,07/15/1933
191,Derrick,Clark,26,Vebdi Mill,Boszoibi,AR,70717,$5045.51,RED,06/29/1993
192,Lora,Newman,50,Punig Boulevard,Gewlowlu,CO,32819,$2026.53,RED,08/28/2011
193,Tony,Underwood,61,Dojok Pass,Asfuzmap,PA,20618,$403.92,RED,11/07/2009
194,Harriett,Moody,46,Opare Road,Gerihke,MO,28273,$3589.00,WHITE,01/11/1927
195,Timothy,Banks,54,Jaefa Pike,Afetuzhi,WA,71189,$2069.43,YELLOW,10/30/1940
196,Eddie,Conner,55,Tohvu Place,Pahpisu,VT,56189,$7761.63,BLUE,05/26/2010
197,Herman,Alexander,20,Nagutu Junction,Etomama,HI,21107,$3059.17,BLUE,04/16/2070
198,Rachel,Bates,62,Wodi Drive,Ittugguj,OR,61796,$1860.39,GREEN,07/04/2050
199,Edna,Chandler,32,Bunluf Point,Kususjag,DE,40661,$6995.95,GREEN,01/30/2042
200,Madge,McBride,23,Uhmun Boulevard,Lestacob,TX,28102,$3812.75,RED,02/03/2014
201,Jim,Williamson,32,Juwo Court,Labkuam,PA,87933,$3409.83,BLUE,12/11/2032
202,Keith,Jefferson,37,Bipwus Way,Piadelu,OH,87646,$3517.90,YELLOW,11/14/2050
203,Jane,Patterson,53,Ibcif Manor,Jikovov,LA,88227,$4627.06,BLUE,09/11/1991
204,Austin,Harris,32,Dawci Junction,Wekofep,GA,39546,$7718.81,YELLOW,09/01/2058
205,Carrie,Rodriguez,55,Galkev Road,Labtipjem,WY,77566,$4003.07,GREEN,10/03/1922
206,Dale,Williamson,41,Nuvdor Heights,Ojihahluw,VA,19103,$6031.99,RED,09/24/1923
207,Cole,Leonard,35,Etwe Glen,Hecohdar,MD,61339,$2273.72,WHITE,12/20/1930
208,Mabelle,Peterson,50,Imidet Trail,Nebokegur,AL,28132,$7449.21,WHITE,02/15/2064
209,Sally,Lambert,23,Ezone Grove,Dugleki,FL,65109,$5409.47,WHITE,06/30/1986
210,Frank,Adkins,19,Wobnoj Terrace,Zajuhlam,MT,25860,$2969.66,YELLOW,07/06/1907
211,Maude,Berry,27,Hige Plaza,Batwegtuf,MI,09550,$5532.27,GREEN,06/30/1980
212,Francis,Chapman,64,Foig Center,Afcosfa,NM,65840,$2726.32,RED,10/04/1981
213,Danny,Gregory,40,Igemof Road,Damonas,ND,07393,$7102.57,WHITE,10/03/1930
214,Betty,Cummings,41,Kojdah Extension,Bizonafid,KS,45515,$1759.38,GREEN,11/22/2055
215,Oscar,Poole,29,Vargi Drive,Virpocram,WI,82663,$1343.86,WHITE,01/02/1947
216,Paul,Castro,35,Mefe Point,Nicgikuk,SC,19027,$6465.62,BLUE,09/30/2006
217,Augusta,Hicks,58,Fojud Drive,Butiltu,CA,24389,$8262.52,WHITE,12/10/1972
218,Eugene,Thomas,30,Izeted Turnpike,Buadewi,MI,67010,$5684.71,WHITE,08/20/2063
219,Lucy,McCormick,51,Goleg Mill,Kosgitmi,NJ,61324,$2231.91,BLUE,08/02/1957
220,Mamie,Holmes,40,Uwru Park,Jevmuvepe,ID,87323,$9348.88,BLUE,08/21/1913
221,Alfred,Hughes,57,Ohikig Point,Hazohuv,NC,08856,$1761.58,BLUE,05/24/2032
222,Cornelia,Cross,45,Aknad Extension,Zinemiv,SD,58034,$7759.49,BLUE,07/11/2022
223,Danny,Valdez,36,Atucah Pike,Rifunof,NH,36874,$6179.08,WHITE,02/17/1983
224,Cordelia,Larson,22,Zorjot Highway,Nemdisi,VA,61849,$9293.92,BLUE,07/26/1908
225,Antonio,Cooper,52,Joog Terrace,Lohaza,OH,26710,$6712.91,WHITE,09/04/2058
226,Ora,Cox,61,Larwa Junction,Nihatevi,NV,57933,$2616.13,RED,11/23/2033
227,Edna,Thomas,22,Kuaw Terrace,Diwmaadi,FL,13245,$6250.47,YELLOW,05/25/1908
228,Joshua,Smith,65,Venir Heights,Mopnubuf,NC,50844,$2348.02,RED,05/13/2002
229,Bradley,Abbott,53,Gotodo Pass,Felasca,HI,86049,$578.95,GREEN,05/08/1951
230,Christian,Cohen,50,Ottig Trail,Rittelu,NV,39403,$5486.87,WHITE,04/15/2034
231,Lelia,Watkins,64,Holela Boulevard,Lajgaep,AK,23771,$7804.27,GREEN,11/24/2024
232,Clyde,Robinson,28,Guwmud Terrace,Lefobos,MS,80487,$940.56,BLUE,12/11/2040
233,Dennis,Martinez,51,Ipag Pike,Waputdi,VT,70578,$8694.00,GREEN,09/28/2033
234,Roxie,Powers,32,Jioju Pass,Rutenzaw,HI,51386,$6909.12,GREEN,09/27/2020
235,Ronnie,Pierce,65,Isuef Square,Nemolo,WV,25389,$9262.14,WHITE,11/12/2046
236,Charlie,Gibbs,48,Edmu Mill,Necpimul,MD,16953,$1989.85,RED,07/10/2058
237,Sarah,Kim,36,Pabi View,Ezjakigu,OK,90591,$7024.25,RED,08/02/2020
238,Chad,Lambert,43,Hiomi Street,Tibsumbil,VA,45221,$5464.28,BLUE,10/29/2029
239,Olivia,Weaver,26,Catari Mill,Rabodud,ID,99493,$9007.03,RED,09/15/1926
240,Phoebe,Yates,60,Zuag Terrace,Zosjisdep,CA,09313,$693.18,GREEN,02/19/2054
241,Leona,Bell,46,Nihel Pike,Vabezvo,LA,31470,$3074.13,WHITE,03/14/1989
242,Lloyd,Arnold,47,Ziphed Park,Guvmanwul,MA,74714,$8300.88,GREEN,09/02/2040
243,Ida,Pope,43,Nosku Square,Ufauvlu,UT,22165,$6857.88,BLUE,11/09/1991
244,Ronald,McLaughlin,37,Kiud Plaza,Litidtu,TX,69608,$3420.03,RED,12/09/1909
245,Logan,Daniel,62,Pezi Extension,Tadizoda,FL,62494,$5542.95,WHITE,10/18/2023
246,Aiden,Owen,26,Lugo Key,Masabo,NM,87795,$5931.34,BLUE,06/03/2039
247,Cole,Moreno,35,Rahik Center,Uzbize,ND,84602,$5041.52,YELLOW,04/27/1927
248,Jorge,Spencer,39,Getbo Parkway,Ciferke,TX,70938,$8914.68,RED,01/13/1959
249,Nathaniel,Cox,58,Rujuh Highway,Fikutzu,NJ,23018,$4595.10,BLUE,05/10/2057
250,Sylvia,Kelley,23,Rupup Drive,Dicajgow,ME,21327,$7044.99,WHITE,08/22/1937
251,Eric,Horton,55,Ricni Pass,Bitgonti,IL,07680,$9926.31,YELLOW,04/06/1944
252,Blanche,Greer,24,Caas Trail,Vaputar,NV,28338,$3347.72,YELLOW,03/15/2005
253,Jayden,Francis,56,Soric Path,Firetoh,ND,76094,$9373.78,WHITE,01/17/1921
254,Mark,Barnett,27,Ehuuli View,Miwbakse,UT,35209,$4951.79,WHITE,12/28/1943
255,Kevin,Glover,61,Gatpoz Path,Bajruriw,MS,95690,$6455.16,BLUE,07/26/1984
256,Elmer,Wood,53,Nojame Mill,Ufkicu,CA,77230,$9822.27,YELLOW,12/13/1929
257,Cody,Hayes,53,Ciil Road,Imugodez,VT,80556,$7042.02,RED,08/29/1919
258,Rose,Pratt,47,Beku Loop,Ereupiih,MT,67224,$9659.41,BLUE,09/24/1978
259,Brandon,Brewer,47,Idesuw Glen,Ahofochov,HI,12121,$8895.54,YELLOW,02/16/1905
260,Benjamin,Barber,22,Hulib View,Dacugije,WV,34451,$1272.46,RED,10/15/1924
261,Lucile,Bass,24,Vupno Manor,Pilerne,NH,32051,$7791.45,YELLOW,04/21/1984
262,Carolyn,Fuller,56,Ebupuc Path,Gumlagur,IL,83088,$635.32,WHITE,12/07/1906
263,Marcus,Keller,59,Heba Loop,Lajzaseko,IA,16385,$34.38,WHITE,05/20/2036
264,Charlotte,Oliver,44,Ideh Boulevard,Dumocwar,ND,93126,$6654.86,WHITE,06/30/1936
265,Dollie,Holland,32,Cilsec Place,Jamupwi,MO,51792,$394.90,WHITE,12/02/1942
266,Grace,Glover,20,Ignez Parkway,Bimuwce,AL,10015,$6452.95,YELLOW,09/18/2008
267,Ronnie,White,26,Edois Turnpike,Atzarvoj,UT,34170,$8631.77,WHITE,09/22/1987
268,Alex,Hanson,55,Cuhfo Center,Guhovu,GA,32826,$1231.85,GREEN,12/14/1929
269,Isaiah,McLaughlin,42,Juswah Way,Zimrejvuk,NE,38809,$214.51,BLUE,02/26/1968
